 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
0,0,1.42,0.34,0.35
0,0,0.33,0.04,0.1
75,0,1.4,0.08,0.08
67,6,11.98,0.17,0.25
32,3,15.85,0.13,0.52
0,0,1.05,0.02,0.04
33,0,0.34,0.08,0.06
0,0,1.06,0.05,0.03
0,0,0.43,0.06,0.06
88,0,42.84,3.07,3.07
58,15,30.04,2.01,2.73
100,50,49.96,0.7,0.7
14,4,6.87,0.43,0.86
20,3,7.06,0.26,0.55
30,3,4.25,0.07,0.12
0,3,7.57,0.17,0.22
100,0,6.38,1.39,0.77
100,0,1.22,0.13,0.13
100,0,5.42,1.09,1.72
20,0,11.63,0.7,1.07
0,0,0.28,0.34,0.09
75,6,13.9,0.2,0.87
0,0,0.1,0.05,0.05
0,0,0.14,0.04,0.04
0,0,0.14,0.04,0.04
100,0,0.12,0.02,0.02
0,0,0.11,0.04,0.04
100,0,6.07,0.21,0.26
67,38,35.86,6.74,5.1
0,0,0.25,0.03,0.03
0,0,4.23,0.06,0.59
25,0,2.34,0.41,0.33
0,0,0.05,0.03,0.03
33,0,1,0.56,0.48
0,0,1.36,0.06,0.06
0,0,0.7,0.13,0.13
0,0,0.01,0.01,0.01
50,20,25.87,0.55,0.52
63,8,11.2,0.93,0.52
0,0,0.14,0.01,0.01
0,0,11.7,0.55,0.55
50,0,1.28,0.13,0.13
60,44,49.31,6.54,7.31
76,29,45.71,1.06,2.57
100,11,15.33,0.02,0.35
48,0,1.67,0.03,0.07
90,1,2.65,0.1,0.04
0,18,20.42,0.07,0.47
0,0,7.45,0.05,0.22
37,0,0.2,0.01,0.01
26,3,4.16,0.52,0.65
50,0,0.38,0.04,0.15
33,12,23.22,0.14,0.81
0,18,35.81,0.02,2.52
100,0,15.29,1.22,1.22
32,2,5.92,0.1,0.11
93,24,47.49,2.58,3.31
0,0,0.17,0.02,0.02
100,33,38.51,2.47,2.47
67,15,20.57,1.3,0.69
0,25,27.36,0.18,0.1
0,8,14.51,0.24,0.97
0,0,0.89,0.34,0.34
0,0,0.03,0.02,0.02
0,0,0.08,0.04,0.04
50,0,0.48,0.08,0.1
29,0,1.18,0.25,0.25
0,0,0,0.01,0.01
0,0,0.12,0.14,0.14
77,17,28.34,7.06,5.8
100,0,26.75,0.79,0.74
0,0,0.05,0.08,0.06
0,0,1.13,0.4,0.43
33,0,5.23,9.69,5.83
0,0,0.48,0.03,0.03
20,0,0.67,0.12,0.13
12,0,1.54,0.13,0.13
0,0,0.02,0.02,0.02
19,2,4.82,0.72,0.78
0,0,1.19,0.17,0.2
0,0,0.12,0.04,0.04
20,0,16.4,0.4,0.4
25,4,12.33,0.77,1.43
0,0,0.12,0.12,0.12
0,0,0,0.04,0.04
0,0,3.45,0.48,0.5
0,0,2.99,0.2,0.2
0,0,0.41,0.46,0.46
0,0,0.84,0.73,0.15
0,0,12.64,1.58,1.58
0,0,3.13,0.13,0.62
100,0,9.44,0.03,2.57
38,6,15.09,0.63,0.46
50,0,3.86,0.35,0.35
0,4,10.01,0.04,0.48
100,0,23.94,13.52,53.35
100,0,0.26,0.13,0.13
33,0,0.38,0.14,0.14
29,7,13.27,0.48,0.55
33,3,6.62,0.09,0.33
15,0,1.13,0.1,0.22
75,0,11,0.16,0.13
0,0,3.81,0.79,0.79
0,0,0.11,0.1,0.23
0,0,0.75,0.01,0.08
0,0,0.03,0.02,0.02
40,0,1.46,0.05,0.18
0,0,0.5,0.04,0.04
0,0,0.1,0.09,0.09
0,0,0.24,0.04,0.04
76,0,8.62,0.58,0.64
0,0,10,0.05,1.35
0,0,0.01,0.02,0.02
0,0,2.69,0.21,0.27
55,5,15.58,0.73,0.85
71,0,9.14,0.38,0.38
100,25,33.14,0.29,0.99
0,0,0.09,0.01,0.01
0,0,7.54,0.3,0.49
0,0,1.24,0.84,0.83
0,19,20.35,0.11,1.39
0,0,0,0.01,0.01
60,20,42.06,2.22,2.22
0,0,0.55,0.19,0.19
48,9,24.66,0.95,1.15
58,13,28.32,0.71,1.23
57,6,15.12,0.72,0.68
64,0,6.02,0.25,0.2
0,0,0.01,0.01,0.01
0,0,15.13,0.55,0.3
0,0,0.1,0.05,0.05
0,0,0.96,0.23,0.23
0,0,1.14,0.21,0.26
85,8,13.23,0.74,1.5
71,0,0.67,0.07,0.06
0,0,0.07,0.03,0.03
22,3,3.39,0.07,0.12
0,0,2.02,0.06,0.23
57,11,20.91,0.63,3.45
54,0,0.22,0.04,0.04
62,19,26.25,1.08,2.08
0,0,0.24,0.1,0.1
25,10,13.22,1.19,0.87
67,0,5.17,0.49,3.78
8,0,4.06,0.23,2.19
50,0,3.82,0.14,0.14
0,0,0.11,0.01,0.01
0,0,0.75,0.01,0.16
0,0,0.45,0.04,0.04
21,0,3.71,0.17,0.25
0,13,11.88,0.05,0.64
0,0,2.19,0.62,2.65
21,0,3.07,0.36,0.37
0,0,0.26,0.08,0.08
100,0,14.03,0.61,0.61
0,0,1.28,0.13,0.5
43,0,2.59,0.71,0.73
0,0,0.54,0.02,0.23
20,9,24.51,0.25,0.87
0,0,0.04,0.01,0.01
0,0,7.69,0.11,1.13
44,0,1.81,0.03,0.15
0,0,7.06,0.14,2.83
0,0,2.64,0.11,0.11
0,0,0.51,0.15,0.21
85,62,72.94,3.33,3.34
25,5,9.75,0.41,0.43
83,46,52.98,3.22,2.92
0,0,0.21,0.02,0.02
33,0,0.16,0.05,0.08
0,0,1.98,0.55,1.01
100,0,3.8,0.38,0.24
0,0,0.97,0.06,0.06
59,61,66.29,3.69,3.18
0,0,6.47,0.28,1.87
44,8,13.89,0.85,0.85
17,0,1.12,0.16,0.16
25,0,10.9,1.6,1.6
50,0,25.12,14.89,14.89
68,19,32.59,0.89,0.79
96,30,37.35,1.25,1.1
67,22,39.61,1.06,1.66
50,0,3.65,0.5,0.23
0,0,0.85,0.24,0.16
100,0,0.03,0.01,0.01
0,0,0.04,0.02,0.02
0,0,0.26,0.03,0.06
0,0,0.22,0.2,0.2
0,0,0.51,0.1,0.21
83,30,44.15,1.29,1.48
0,0,0.77,0.01,0.08
25,0,6.41,0.16,0.38
65,2,14.74,0.66,1.98
0,0,0.17,0.05,0.05
17,0,0.2,0.06,0.06
0,0,2.03,0.04,0.19
23,2,22.07,4.01,3.76
47,0,3.57,0.63,0.48
15,1,9.45,0.39,0.93
50,0,30.18,1.17,3.25
55,0,6.23,0.4,0.45
80,0,5.6,0.31,0.28
67,0,7.42,1.24,1.02
65,0,2.49,0.06,0.06
57,0,0.55,0.03,0.03
33,0,14.38,0.57,0.57
0,0,0.29,0.04,0.07
27,0,5.37,0.16,0.23
33,5,7.65,2.57,3.86
0,0,0.17,0.15,0.15
79,0,41.84,4.73,4.73
50,0,2.21,0.69,0.7
0,0,0.41,0.11,0.14
30,0,3.21,0.48,0.48
37,1,4.86,0.52,0.41
17,0,4.54,0.4,0.43
100,0,0.31,0.05,0.02
63,3,7.58,0.16,0.39
80,0,11.3,0.3,0.3
20,0,10.63,0.49,0.46
0,0,30.96,12.24,12.8
100,0,0.27,0.04,0.04
50,11,24.79,0.81,0.89
0,4,5.02,0.03,0.46
0,0,0.07,0.05,0.04
38,0,1.4,0.06,0.1
50,0,1.5,0.05,0.22
100,0,1.88,0.04,0.14
100,0,0.38,0.02,0.02
65,0,2.31,0.13,0.14
38,0,5.55,0.19,0.33
0,0,0.89,0.29,0.29
85,4,24.3,0.96,0.96
100,0,0.48,0.05,0.05
63,30,44.81,1.77,1.69
0,0,16.33,1.27,1.27
0,0,0.14,0.05,0.04
0,0,0.78,0.06,0.04
67,25,21.98,0.94,0.71
0,0,2.01,0.19,0.41
48,17,25.94,0.49,0.5
38,4,10.04,0.26,0.28
61,9,16.54,1.33,1.27
0,23,48.86,0.07,3.44
100,6,19.92,0.62,1.83
0,1,21.64,0.32,2.06
0,0,0.2,0.06,0.06
31,0,3.54,0.51,0.62
100,0,5.94,0.13,0.13
60,9,20.77,0.63,0.65
0,7,25.73,0.08,0.88
51,17,25.19,0.78,0.98
25,14,21.16,0.57,0.69
54,46,48.76,1.54,1.54
20,0,15.44,0.44,0.71
100,0,0.51,0.12,0.07
88,38,37.56,1.2,2.41
0,0,0.02,0.02,0.02
100,0,6.68,0.52,0.52
50,0,9.78,1.26,1.26
0,0,3.85,0.46,0.46
67,0,15.33,0.81,1.35
0,0,0.08,0.02,0.02
75,0,23.63,0.49,0.49
0,0,0.11,0.83,0.83
0,0,0.18,0.04,0.04
28,0,0.84,0.2,0.17
0,0,3.3,0.42,0.42
50,0,0.61,0.04,0.04
0,0,0.99,0.53,0.8
33,8,13.42,0.28,1.67
65,12,26.06,1.19,1.25
0,0,0.27,0.07,0.07
30,17,46.35,3.32,10.52
0,0,1.38,0.1,0.1
100,0,0.32,0.02,0.02
67,0,11.82,0.44,0.31
86,0,2.01,0.34,0.34
18,2,11.65,0.08,0.32
47,23,30.5,1.47,3.84
17,0,2.72,0.2,0.16
0,0,3.45,0.68,1.28
0,0,0.07,0.07,0.11
45,5,16.37,0.12,4.76
100,0,2.02,0.43,0.43
66,17,36.06,1.73,4.31
29,8,14.47,0.76,1.33
25,0,8.76,1.22,1.21
50,0,5.15,0.53,0.34
100,0,30.34,1.57,1.57
100,50,57.46,0.62,0.62
0,0,14.27,0.03,1.06
0,0,0.58,0.18,0.18
0,0,2.39,0.26,0.26
38,0,3.58,0.4,0.52
59,8,17.03,1.05,0.85
61,0,28.28,0.49,3.47
67,0,6.65,0.24,0.41
0,0,0.27,0.19,0.1
50,0,1.19,0.11,0.11
0,0,0.41,0.02,0.05
0,0,0.03,0.05,0.05
50,40,46.19,0.59,0.73
100,0,1.31,0.02,0.02
57,8,13.39,0.38,0.52
100,0,1.08,1.81,0.39
0,7,11.09,2.5,3.56
13,0,1.15,0.58,0.34
27,0,3.17,0.46,0.36
94,5,9.81,0.4,0.35
69,7,21.15,0.42,1.17
19,2,5.78,0.37,0.33
30,0,5.1,0.38,0.39
29,5,10.41,0.19,0.29
0,0,0.43,0.12,0.39
46,30,38.9,1.98,2.43
0,0,0.51,0.04,0.04
58,0,5.11,0.33,0.33
100,0,5.01,1.17,0.35
8,0,5.14,0.06,0.06
0,0,3.07,1.1,1.1
0,0,0.77,0.18,0.18
0,0,2.3,0.15,0.83
100,0,2.4,0.11,0.18
50,6,17.85,0.05,0.57
100,0,5.34,2.18,2.18
45,31,39.27,0.39,0.58
60,0,2.31,0.44,0.41
0,0,0.67,0.02,0.12
0,0,1.68,0.07,0.46
0,0,0.12,0.04,0.04
62,16,19.06,0.6,0.52
77,69,66.67,3.48,4.66
0,0,0.44,0.03,0.03
22,0,0.23,0.04,0.04
75,10,26.17,0.98,0.8
0,0,10.67,0.41,0.41
48,28,72.73,2.4,4.33
0,0,2.38,0.36,0.2
40,13,15.54,0.03,0.14
0,0,45.62,6.1,6.1
94,14,36.16,2.23,3.92
16,5,14.77,1.1,1.95
83,25,30.04,0.63,0.39
0,0,0.29,0.02,0.02
54,0,0.84,0.15,0.14
0,0,0.12,0.06,0.06
25,19,23.87,0.82,0.82
38,6,7.25,0.07,0.05
0,0,15.55,8.53,8.53
100,0,0.58,0.02,0.02
0,0,0.96,0.12,0.12
100,0,6.16,0.27,0.3
40,0,23.96,1.13,1.14
77,23,55.68,1.16,1.16
100,0,1.38,0.08,0.08
0,0,0.01,0.02,0.02
100,0,5.86,1.51,1.51
0,0,0.01,0.03,0.03
100,0,20.67,1.2,3.68
0,0,1.78,0.12,0.13
33,0,0.52,0.07,0.08
0,0,0.17,0.02,0.13
50,0,32.73,0.29,0.29
0,0,0.77,1.06,1.06
0,0,1.55,0.12,0.32
100,0,2.2,0.05,0.05
50,0,0.42,0.03,0.05
100,0,3.16,0.23,0.23
75,18,24.37,2.44,2.08
40,4,7.08,0.43,0.2
0,0,0.02,0.02,0.02
25,0,0.09,0.04,0.03
16,0,0.36,0.11,0.1
50,33,33.26,2.28,1.56
50,0,9.45,1.71,1.59
24,0,7.69,0.84,0.84
34,3,6.81,0.2,0.6
50,0,12.26,3.86,3.86
0,0,1.15,0.2,0.2
57,13,31.52,2.24,1.98
33,5,9.48,0.05,0.32
0,0,0.04,0.02,0.02
43,0,0.46,0.02,0.02
50,0,0.37,0.02,0.02
91,0,21.97,0.1,0.1
32,25,34.43,0.56,0.77
10,0,4.03,0.37,1.87
0,0,5.04,0.08,0.64
0,0,0.78,0.33,0.2
11,20,20.8,0.45,0.82
50,10,18.12,1.4,1.41
0,0,0.31,0.06,0.06
0,0,0.23,0.05,0.05
51,7,16.36,0.54,0.99
0,0,0.08,0.05,0.04
0,0,0.08,0.02,0.02
100,0,14.54,1.08,0.82
100,0,1.64,0.02,0.02
21,0,4.72,0.03,0.19
0,0,1.32,0.01,0.34
100,0,7.21,1.18,1.18
0,0,0.33,0.02,0.08
63,14,13.43,0.58,0.66
36,1,2.08,0.13,0.12
18,0,3.32,0.35,0.38
33,0,1.8,0.12,0.12
0,0,0.11,0.01,0.01
43,17,26.11,2.2,1.2
70,30,55.71,3.53,5.65
100,0,2.72,0.85,0.85
33,2,10.18,0.31,0.52
100,0,0.76,0.05,0.05
58,19,23.6,2.22,3.29
33,0,11.5,0.88,1.38
62,17,25.35,0.7,1.47
34,9,21.52,0.87,1.7
36,2,4.32,0.03,0.03
0,0,0.26,0.01,0.01
100,0,2.47,0.04,0.04
0,0,1.5,0.18,0.25
20,0,0.25,0.09,0.1
29,0,2.24,0.05,0.19
29,0,3.73,0.51,0.51
0,0,0.54,0.13,0.13
100,0,21.93,0.31,0.31
0,64,64.29,4.91,4.5
50,0,21.76,1.86,1.86
9,0,0.61,0.1,0.09
0,0,0.47,0.08,0.08
67,0,2.13,0.48,0.48
25,0,0.19,0.09,0.09
50,25,34.89,3.33,3.33
0,0,0.87,0.23,0.23
17,0,2.41,0.8,0.95
50,0,0.09,0.05,0.05
73,3,4.22,0.05,0.15
0,9,13.3,0.05,0.7
0,0,0.52,0.14,0.06
0,0,0.22,0.08,0.08
100,0,1.16,0.12,0.1
43,0,7.34,0.31,0.33
17,0,40.39,0.21,1.63
48,3,15.4,0.36,0.51
0,0,1.55,0.08,0.11
0,0,3.88,0.8,0.8
46,0,5.77,0.36,0.5
0,0,6.01,0.48,3.88
0,0,0.01,0.01,0.01
0,0,0.99,0.15,0.19
0,0,0.97,0.02,0.11
16,4,19.38,1.43,10.08
50,7,13.46,0.67,0.57
0,0,0.56,0.22,0.22
44,0,16.73,1.92,1.45
0,0,1.71,0.17,0.31
100,0,0.68,0.02,0.02
37,8,16.61,0.09,0.39
35,7,16.31,0.19,0.46
33,0,0.85,0.18,0.15
50,0,0.15,0.02,0.02
39,3,6.88,0.22,0.24
0,0,0.49,0.14,0.14
50,0,0.42,0.1,0.1
0,0,0.13,0.02,0.06
67,0,18.69,0.66,1.07
24,0,2.07,0.14,0.16
100,0,1.25,0.2,0.2
0,10,13.87,0.09,0.46
33,9,12.59,0.6,0.69
48,2,6.54,0.3,0.4
0,0,0.01,0.01,0.01
50,10,17.74,0.18,0.17
67,0,8.61,0.72,0.72
0,0,2.44,0.18,0.17
19,0,6.53,1.52,2.45
0,0,0.11,0.32,0.32
0,0,0.05,0.13,0.13
0,0,1.08,0.02,0.02
43,19,26.46,2.5,3.42
51,2,9.69,0.88,1.31
25,1,3.71,0.1,0.27
33,5,8.59,0.06,0.38
20,20,58.73,15.63,15.63
0,0,6.49,0.25,0.29
100,20,26.07,3.8,2.66
100,0,20.18,0.02,0.02
100,0,3.99,0.31,0.31
24,0,0.13,0.04,0.04
0,0,0.28,0.06,0.06
0,0,0.03,0.02,0.02
40,0,0.73,0.13,0.14
54,2,4.11,0.06,0.42
100,0,0.6,1.15,0.22
75,25,26.1,2.24,2.24
50,25,25.54,2.79,2.79
47,4,5.51,0.41,0.26
25,0,6.84,0.47,0.91
0,0,1.09,0.45,0.45
48,6,12.31,1.18,0.86
100,0,2.12,0.03,0.08
0,0,0.77,0.05,0.13
0,0,1.61,0.09,0.15
0,0,1.02,0.27,0.27
63,35,46.89,0.24,0.57
0,0,0.6,0.02,0.02
38,19,20.59,0.48,2.13
30,8,14.15,1.03,1.57
63,16,30.41,2.74,3.68
7,3,11.93,0.66,0.69
56,5,17.6,2,1.99
64,18,37.62,1.13,1.71
40,0,3.53,0.22,0.14
100,0,4.46,0.1,0.1
67,22,22.69,0.03,0.03
67,0,2.83,0.04,0.06
33,0,0.4,0.04,0.04
31,1,4.47,0.29,0.26
0,0,1.58,1.84,2.28
81,13,25.47,0.11,1.2
0,0,4.48,1.02,1.02
100,0,3.9,0.18,0.09
0,0,1.48,1.24,2.04
74,9,20.53,0.95,1.04
0,8,15.69,0.16,0.56
0,0,0.13,0.01,0.02
100,0,0.53,0.02,0.03
31,0,3.87,0.12,0.13
20,0,2.14,0.39,0.39
47,5,7.36,0.14,0.14
27,0,3.61,0.05,0.05
0,0,0.01,0.02,0.02
50,0,2.41,0.52,0.09
100,13,22.13,0.14,0.32
100,0,2.83,0.19,0.27
0,0,0.06,0.09,0.09
25,0,0.86,0.05,0.07
0,0,0.12,0.06,0.06
0,0,5.72,0.25,2.47
0,0,1.98,0.96,0.96
33,13,19.88,0.54,0.54
38,1,10.67,1,2
45,5,14.92,0.89,1.67
63,31,39.29,1.78,2.06
50,6,13.25,0.23,0.13
50,0,23.46,0.43,0.43
20,0,0.39,0.08,0.08
35,15,21.07,0.38,0.3
92,0,17.1,0.66,0.62
71,43,53.95,0.35,0.47
0,0,0.18,0.02,0.02
77,34,48.11,1.59,1.41
30,35,42.68,0.59,1.31
0,0,0.05,0.03,0.03
25,0,0.49,0.01,0.01
33,0,2.14,0.14,0.12
0,0,2.42,0.82,0.93
29,0,5.7,0.15,0.15
35,10,15.85,1.22,1.28
75,9,18.01,1.33,1.54
0,0,3.07,0.72,1.15
0,0,0.23,0.06,0.09
57,6,8.92,0.67,1.82
0,0,2.79,1.12,0.4
0,0,0.22,0.03,0.03
80,0,1.44,0.09,0.09
100,0,0.47,0.08,0.08
100,0,0.51,0.02,0.02
33,0,0.41,0.02,0.02
100,0,6.04,0.32,0.32
10,0,3.35,0.52,0.53
0,0,0.4,0.11,0.08
0,0,3.1,2.47,2.47
0,0,0.62,0.08,0.16
0,0,0.48,0.04,0.04
27,0,5.39,0.73,0.68
0,0,2.03,0.49,0.49
100,0,20.84,4.2,1.51
50,0,0.24,0.16,0.16
33,33,43.53,0.52,0.52
33,33,35.15,0.66,0.66
0,0,0.12,0.08,0.08
50,0,0.68,0.03,0.05
0,0,0,0.01,0.01
33,0,3.81,0.2,0.98
80,0,9.89,1.05,0.94
0,0,8.01,0.15,0.35
32,3,9.06,0.53,0.86
0,0,0.46,0.32,0.41
25,2,4.75,0.39,0.64
57,17,30.77,0.49,0.62
0,0,1.92,0.33,0.88
0,0,4.68,0.15,0.22
11,0,18.52,1.58,2.89
0,0,0.05,0.01,0.01
0,0,0.01,0.02,0.02
100,0,0.22,0.04,0.03
0,0,0.07,0.03,0.03
16,3,7.02,0.63,1.59
33,0,0.2,0.02,0.02
100,0,0.11,0.01,0.01
0,0,0.17,0.07,0.07
0,0,1.55,0.28,0.3
0,0,0.15,0.03,0.03
0,0,1.39,0.45,0.45
38,4,5.57,0.79,0.37
100,0,3.32,0.07,0.05
100,0,5.53,0.79,0.42
27,0,6.85,0.89,1.09
40,0,8.18,1.13,1.13
27,0,9.02,1.49,1.38
100,0,0.76,0.1,0.07
60,0,17.49,0.29,1.88
0,0,0.51,0.02,0.02
100,0,5.35,0.2,0.2
0,0,0.51,0.02,0.04
49,19,32.95,2.02,3.31
25,14,37.22,2.66,2.57
100,0,2.75,0.2,0.14
33,38,43.21,7.61,29.23
82,16,31.43,0.9,0.87
0,0,20.98,0.32,0.64
100,0,0.09,0.03,0.03
0,0,0.87,0.27,0.27
36,9,16.74,0.46,0.63
38,10,15.08,0.39,0.72
0,0,1.83,0.21,0.21
0,0,0.89,0.03,0.16
30,10,17.73,0.94,0.94
0,3,9.21,0.38,0.38
0,0,1.05,0.34,0.34
76,16,47.03,2.52,7.58
33,0,0.23,0.06,0.06
31,4,13.29,1.37,1.46
100,0,3.28,0.15,0.15
100,0,0.37,0.03,0.03
52,22,37.02,0.99,1.94
50,0,7.7,0.04,0.34
33,0,20.03,3.7,3.7
58,7,18.15,0.74,1.13
51,10,17.54,0.33,0.52
40,0,7.01,0.28,0.28
25,0,4.4,0.23,0.31
50,0,0.86,0.06,0.31
0,0,0.24,0.42,0.42
100,5,6.68,0.01,0.21
0,0,0.58,0.02,0.02
100,0,2.8,0.9,0.25
0,0,0.52,0.04,0.05
0,0,4.12,0.07,0.07
100,50,47.83,1.66,1.66
0,0,0.11,0.04,0.04
38,10,15.72,0.25,0.75
41,11,24.75,0.81,1.56
22,0,7.95,0.42,0.77
100,0,22.31,1.16,1.16
73,27,38.04,0.65,0.65
11,0,1.3,0.18,0.18
0,0,0.81,0.2,0.2
100,0,19.2,0.43,0.43
58,4,20.32,0.37,0.45
0,0,0.32,0.24,0.24
0,0,0.43,0.04,0.04
100,0,0.33,0.02,0.02
0,0,0.42,0.03,0.03
0,0,1.35,0.2,0.2
42,6,13.47,0.13,0.55
0,0,4.59,0.14,0.14
0,0,0.15,0.16,0.16
0,0,0.05,0.03,0.03
0,0,0.87,0.02,0.07
40,1,1.84,0.14,0.14
0,0,0.61,0.03,0.03
10,0,6.06,0.05,0.07
0,0,0.07,0.02,0.02
33,0,2.1,0.13,0.07
0,0,4.94,0.95,1.46
20,0,0.6,0.25,0.25
0,0,1.27,0.04,0.05
0,0,0.13,0.02,0.11
0,0,0.16,0.04,0.04
100,0,0.52,0.11,0.11
100,0,5.9,0.12,0.03
0,0,0.45,0.13,0.12
0,0,0.07,0.04,0.04
25,0,22.73,0.1,2
0,0,1.67,0.21,0.21
71,11,12.17,0.04,0.05
75,20,23.61,0.92,0.74
56,28,36.78,2.18,1.99
100,0,0.49,0.02,0.02
0,0,1.76,0.05,0.04
20,0,1.01,0.07,0.26
33,0,13.21,0.34,0.6
35,10,18.26,0.34,0.52
36,0,1.13,0.06,0.06
0,0,0.21,0.02,0.04
0,0,0.35,0.12,0.12
100,0,0.67,0.06,0.06
43,0,10.16,0.43,0.43
0,0,2.99,0.01,0.12
100,0,2.48,0.08,0.08
0,0,20.92,0.05,0.31
0,0,4.56,0.19,0.7
100,0,6.91,0.14,0.46
50,4,9.6,0.2,0.64
47,41,46.41,2.01,2.51
50,0,0.14,0.02,0.03
86,14,46.73,12.46,12.46
13,0,1.81,0.47,0.45
30,8,13.42,1.32,1.22
0,8,8.73,0.07,0.1
56,0,11.93,0.53,0.54
0,0,0.2,0.13,0.13
63,0,23.35,0.62,0.97
61,5,11.37,0.47,0.41
36,10,12.46,0.58,0.66
57,2,5.59,0.53,0.61
61,12,23.5,2.12,4.04
50,0,3.52,0.44,0.88
0,0,0.21,0.08,0.05
75,0,2.4,0.21,0.19
28,5,7.07,0.39,0.27
50,0,2.18,0.08,0.07
31,11,20.36,0.19,0.34
77,48,65.82,0.6,1.53
67,0,0.27,0.02,0.02
0,0,0.05,0.02,0.02
33,0,0.11,0.03,0.05
0,0,1.43,0.35,0.35
0,0,0.01,0.03,0.03
0,0,1.33,0.12,0.12
17,0,1.27,0.3,0.3
12,0,2.69,0.23,0.37
36,0,1.52,0.13,0.19
50,0,2.51,0.55,0.42
20,0,1.46,0.16,0.33
0,0,0.01,0.01,0.01
0,0,0.08,0.05,0.05
0,0,0.25,0.21,0.21
0,0,24.34,3.57,3.57
53,10,21.28,0.72,0.77
0,0,0.05,0.07,0.07
0,0,14.63,1.12,1.12
100,0,0.72,0.03,0.11
60,13,25.64,5.67,3.59
100,13,27.44,0.06,0.82
100,0,0.17,0.06,0.06
0,0,0.27,0.08,0.08
0,0,0.07,0.02,0.02
25,25,30.12,1.2,1.2
100,0,5.53,4.05,1.53
50,50,42.99,0.51,0.51
0,0,3.49,0.09,0.08
65,59,53.09,0.91,0.91
0,3,7.82,0.04,0.34
100,0,11.54,4.92,4.92
50,0,0.22,0.07,0.07
0,0,0.08,0.02,0.03
0,0,0.13,0.07,0.07
100,0,0.28,0.03,0.03
33,0,3,0.21,0.23
17,0,1.58,0.12,0.41
0,0,0.65,0.23,0.23
0,0,0.01,0.04,0.04
50,3,6.8,0.58,0.36
0,0,0.03,0.03,0.03
40,0,0.36,0.03,0.03
0,0,0,0.01,0.01
13,6,7.97,1.53,1.72
33,0,0.33,0.07,0.07
100,33,37.01,0.38,0.38
0,0,3.41,0.27,0.49
80,15,18.68,0.63,0.85
18,11,21.52,1.09,0.94
29,14,14.34,0.4,0.31
20,0,1.52,0.13,0.24
0,0,0.52,0.25,0.18
0,0,0.54,0.17,0.17
41,6,11.9,0.6,2.77
0,0,0.02,0.09,0.09
50,0,25.41,0.03,0.2
100,0,2.91,0.14,0.14
100,0,7.78,2.21,2.21
0,0,0.79,0.27,0.27
67,0,2.25,0.05,0.04
0,0,1.32,0.13,0.45
17,2,4.51,0.72,0.72
49,1,13.21,0.29,0.99
38,4,14.76,0.48,0.9
0,0,1.57,0.03,0.03
73,16,27.29,0.62,0.99
9,5,11.94,0.12,0.57
0,0,7.67,0.14,0.11
0,0,2.9,0.04,0.08
0,0,0.37,0.09,0.09
33,0,0.24,0.21,0.08
86,37,58.05,2.64,2.55
72,8,33.92,0.7,2.76
50,0,0.36,0.51,0.51
0,0,5.93,0.17,0.23
25,0,9.81,1.48,1.48
72,35,45.02,0.63,0.96
0,0,0.03,0.01,0.01
67,5,12.9,0.07,0.94
65,0,2.69,0.45,0.47
0,0,4.8,0.3,0.3
100,17,17.01,0.26,0.38
0,1,8.67,0.04,2.26
60,0,4.78,0.64,0.8
0,0,1.36,0.85,0.95
42,0,8.86,0.63,3.56
0,0,0.01,0.02,0.02
80,0,3.27,1.31,2.36
0,0,1.06,0.02,0.34
40,0,3.4,0.66,0.51
100,0,6.09,0.04,0.13
37,11,20.92,0.79,1.45
0,0,0.97,0.09,0.18
29,0,8.4,0.48,0.83
0,0,0.34,0.04,0.04
0,0,3.69,0.33,0.33
28,0,6.45,0.19,0.56
0,0,29.06,0.07,1.9
20,0,8.04,0.24,0.98
55,29,30.71,0.57,0.95
67,0,8.68,0.2,0.2
33,0,0.49,0.11,0.11
0,0,1.35,0.02,0.04
0,0,0.04,0.02,0.02
0,0,0.28,0.02,0.02
0,0,0.01,0.02,0.02
0,0,0.06,0.1,0.1
0,0,0.21,0.13,0.13
50,0,2.85,0.12,0.12
0,0,0.02,0.02,0.02
0,0,0.24,0.05,0.05
0,0,0.19,0.04,0.04
0,0,0.76,0.18,0.18
40,2,7.98,0.85,1.38
31,0,3.45,0.34,0.63
100,0,12.6,0.24,0.73
48,11,18.12,0.51,1.31
37,9,14.95,0.59,1.43
33,33,35.66,0.93,0.93
0,0,0.46,0.02,0.04
0,0,0.05,0.05,0.05
100,0,0.27,0.02,0.02
54,17,29.32,0.23,0.36
75,0,15.25,0.49,0.98
47,0,0.62,0.04,0.04
0,0,0.08,0.05,0.05
0,0,0.32,0.06,0.06
40,0,5.25,0.31,0.42
100,0,0.49,0.06,0.12
0,14,16.4,0.56,0.58
57,3,9.6,0.31,0.35
48,18,33.76,0.06,0.79
0,0,4.73,0.62,0.66
28,0,5.44,0.19,0.42
18,0,2.87,0.13,0.37
33,0,0.21,0.22,0.15
100,0,2.37,0.11,0.53
0,35,39.01,0.07,1.26
50,4,7.84,0.17,0.36
25,0,1.51,0.12,0.15
0,0,0.11,0.03,0.03
38,0,9.11,0.49,1.82
0,0,0.41,0.17,0.17
0,0,3.72,2.8,2.8
100,0,0.88,0.02,0.02
0,0,1.05,0.02,0.09
33,0,0.7,0.16,0.16
0,0,0.36,0.19,0.19
